6183
94194	一一对应	2
55204	一丁点	3
60088	一丁点儿	2
65970	一万	6
63566	一万三千	1
93417	一万两	1
96512	一万两千	1
67010	一万个	1
26200	一万五千	2
65885	一万五千多	1
12315	一万亿	2
76497	一万亿美元	1
18506	一万元	7
86097	一万公里	1
34207	一万四千	2
96030	一万块	1
74778	一万多	2
93359	一万多两	1
48655	一万步	2
75834	一上	1
68814	一上午	1
12669	一下子	38
82732	一下手	1
83570	一不小心	1
77719	一不愿	1
51538	一不留神	3
58399	一世	11
65498	一业	3
10381	一丝	22
39630	一丝一毫	2
51333	一丝不苟	4
60075	一两	4
16618	一两个	27
59761	一两句	1
76422	一两句话	1
23415	一两天	3
52148	一两家	2
12146	一两年	33
54332	一两成	1
88805	一两杯	1
88829	一两款	1
28405	一两百	2
88931	一两百个	1
48101	一两项	1
70889	一个三十岁	1
5133	一个个	18
24879	一个亿	3
29125	一个几千万元	1
39150	一个劲	1
58174	一个劲儿	1
41885	一个包	2
17503	一个十多岁	1
8507	一个半月	6
88702	一个双	1
96073	一个四十多岁	1
65351	一个圈	1
7861	一个多	15
63160	一个多亿	1
14004	一个多月	21
68169	一个天	1
38555	一个头	1
93514	一个愿打	1
93511	一个愿挨	1
3173	一个月	121
76535	一个样儿	1
14362	一个点	4
21123	一个班	1
39366	一个甲子	1
42388	一个男孩	4
71403	一个筐	2
95957	一个箭步	1
78193	一个纸	1
71419	一个组	1
96423	一个角	1
90936	一个集	1
94721	一个零	1
21951	一中	6
32896	一中全会	7
53477	一中院	9
43673	一串	3
70648	一为	1
16549	一主	1
16547	一主多翼	1
18548	一举	22
46118	一举一动	6
51442	一举中标	2
91059	一举成名	2
62559	一九七四年	1
88202	一九九七年	1
62622	一九九九年	1
88198	一九九二年	1
62575	一九五九年	1
39817	一九五二年	1
39883	一九八	1
62558	一九八七年	1
88199	一九六零年	1
62579	一九四	1
15510	一乡	2
15793	一书	36
33176	一书中	9
33942	一书载	2
94799	一乱	1
47937	一争	4
7651	一事	97
84027	一事不知	1
67275	一事无成	2
56188	一二	9
37618	一二三	1
27894	一二十年	4
13576	一二十米	1
68773	一二年	2
31622	一二次	1
21448	一五	3
56184	一交	1
76541	一产	2
17602	一亩	11
1206	一人	62
75695	一人养	1
94567	一人持	1
84037	一人系	1
58079	一人限	1
39847	一亿	3
30547	一亿人	1
75274	一亿多	1
7383	一代	57
21403	一代人	14
28362	一代代	4
76198	一代宗师	1
81644	一代新人	1
10869	一以贯之	13
6448	一件	126
36557	一件件	3
17692	一任	14
4505	一份	247
79250	一企一策	2
52100	一众	5
13413	一伙	5
6993	一伙人	5
11788	一会	3
15243	一会儿	17
83986	一会儿天	1
19263	一伤	3
24807	一伺	2
43	一位	584
56697	一位数	2
90102	一住	1
21103	一体	37
2848	一体化	102
50482	一体机	2
9696	一例	27
19560	一侧	10
90711	一俟	1
16138	一個	1
14246	一倍	45
27979	一倒	4
18604	一偏	1
73338	一停	1
14554	一元	5
67307	一元化	2
63686	一光	1
68584	一党	2
48274	一八	3
85612	一公在	1
3325	一共	49
63308	一关	2
8028	一具	4
91896	一册	1
16475	一再	32
23827	一再强调	5
91890	一写	1
89797	一军	1
57074	一冰	1
89869	一决	1
92640	一准儿	1
11100	一出	22
77116	一出场	2
33127	一击	2
12604	一刀	8
28088	一刀切	27
9170	一分	23
23366	一分为二	13
94201	一分之差	1
40253	一分收获	2
40174	一分耕耘	2
15157	一分钟	11
10591	一分钱	10
20671	一切正常	5
7791	一切都是	8
36264	一切顺利	3
43097	一刮	1
21289	一到	26
88691	一刹	1
62145	一刹那	2
29484	一刻	11
40985	一刻不停	1
55812	一刻起	1
39693	一剂	2
36712	一前一后	3
68513	一剎	1
85035	一剧	1
93284	一剪梅	1
6531	一副	12
30114	一力	3
9272	一办	1
17583	一加	3
95035	一加仑	1
94437	一动	1
34936	一动不动	2
45661	一劳永逸	5
28981	一包	2
27098	一化	3
39050	一匹	7
79706	一区	2
90273	一十	1
90234	一十九	1
54569	一十九岁	1
69044	一十八	2
367	一千	8
24266	一千万	5
91074	一千两	1
76536	一千个	1
39822	一千二百	1
14838	一千亿	1
51666	一千余	2
55031	一千元	3
26505	一千多	3
89972	一千多万	1
63447	一千多名	1
81851	一千年	1
61982	一升	2
1711	一半	174
25589	一半一半	3
14779	一半左右	9
29827	一单	7
46274	一卖	3
68432	一卡	1
71159	一卡通	1
81767	一卷	1
36492	一厂	1
91498	一厅	1
70977	一压	1
39665	一厘	2
89893	一厚册	1
25060	一厢情愿	7
39066	一去	2
42840	一去不复返	3
78882	一去不复返了	1
59733	一去不返	2
93428	一县	2
16775	一参	2
6495	一双	10
66706	一反	2
95560	一反常态	1
17891	一发	9
70444	一变	1
28331	一叠	3
61911	一叠叠	1
20374	一口	29
1043	一口咬定	1
14258	一口气	15
3384	一句	112
7883	一只	64
6489	一台	24
11771	一叶	4
2717	一号	31
71155	一司	1
59628	一合	2
1710	一同	42
771	一名	283
45303	一吏	1
7434	一向	43
48563	一吨	3
84737	一听	1
46962	一员	14
1104	一周	184
78351	一周岁	1
16017	一周年	5
1782	一味	25
51209	一呼	1
79380	一呼百应	1
51675	一命	1
94083	一命呜呼	1
65012	一品	4
24056	一哄而上	3
45182	一哄而散	1
6726	一哄而起	5
54487	一响	6
46695	一哥	2
16004	一哨	1
96189	一售	1
45345	一回	9
25671	一团	5
91421	一团糟	1
11586	一国	39
33748	一国两制	6
63382	一国要	1
23082	一圈	16
59856	一圈圈	1
28860	一地	9
3527	一场	232
57090	一场场	3
43640	一场空	1
92087	一均	1
5026	一块	98
37628	一块儿	4
52881	一块块	2
29774	一块钱	4
72238	一坨	1
22499	一城	3
73191	一基	1
11723	一堂	5
28251	一堂课	1
7933	一堆	11
76714	一堵	3
88222	一塌糊涂	1
30920	一墙之隔	4
8331	一声	15
94265	一声不吭	1
67648	一声令下	3
70280	一声声	1
255	一处	40
27806	一多半	2
27494	一夜	17
12461	一夜之间	28
40742	一夜间	2
13574	一大	99
28432	一大半	5
22090	一大块	3
35735	一大堆	6
16073	一大批	31
34141	一大早	1
31711	一大步	9
48200	一大笔	2
77932	一大笔钱	1
43756	一大群	3
11749	一大部分	4
30148	一天到晚	7
7844	一天天	2
12400	一夫	3
10677	一头	23
92475	一头雾水	1
45246	一奏	1
2438	一套	139
1586	一女	5
2592	一如	11
81373	一如往昔	1
9553	一如既往	18
33034	一姐	1
80784	一姓	1
38330	一子	2
93693	一子一女	1
38969	一字	3
50991	一字之差	3
91156	一字千金	1
59806	一字空	1
43480	一季	4
4873	一季度	81
68741	一孩	4
68706	一孩为	1
68721	一孩半	3
42013	一宅	1
22266	一宗	18
45267	一官	2
78740	一官半职	2
90858	一定之规	1
6750	一定量	7
1032	一审	107
15144	一审判决	41
62961	一客	1
22254	一室	1
1593	一家	432
20684	一家一户	4
43335	一家亲	4
33880	一家人	11
28121	一家子	1
24093	一家家	2
14563	一家独大	7
60890	一宿	2
26838	一寸	2
5264	一对	46
44706	一对一	13
59001	一对二	1
7931	一封	23
23116	一封信	9
62162	一将难求	1
13878	一尊	6
35347	一小	8
70269	一小半	1
67175	一小块	2
45062	一小撮	3
15999	一小片	2
26314	一小部分	12
28546	一尘不染	1
62266	一尸	1
26830	一尺	3
32013	一局	8
21353	一层	36
40136	一层层	3
4492	一届	23
91514	一展身手	1
41204	一岁	7
15967	一岗	1
37559	一岗双责	3
69894	一峰	1
82341	一工签	1
11600	一己	7
81772	一己之私	2
40950	一巴掌	1
44963	一市	1
14637	一帆风顺	13
8064	一带	27
58317	一帧	1
83474	一席	2
31436	一席之地	12
54664	一席话	2
52484	一帮	9
54227	一帮人	2
11750	一幅	22
58876	一幅幅	3
11339	一幕	22
40022	一幕幕	2
25900	一幢	7
57545	一幢幢	1
85829	一干	1
26147	一干二净	1
62041	一干人	1
1443	一年	539
14885	一年一度	22
11384	一年之计在于春	2
36107	一年制	5
5299	一年多来	12
11806	一年期	19
51980	一年级	3
3457	一并	31
90253	一并处理	1
31378	一床	3
2387	一库	5
34857	一应俱全	4
27739	一府两院	9
6165	一度	194
2980	一座	67
38786	一座座	8
86594	一建一	1
26021	一开	6
25236	一弃	2
82575	一式	1
260	一张	108
86975	一张白纸	1
40103	一弹指顷	1
92147	一强	1
39099	一当	1
83463	一役	2
26626	一往无前	3
54110	一往直前	1
51623	一待	1
14894	一律	66
4634	一律平等	2
80701	一得之功	1
44497	一心	8
33616	一心一意	4
58172	一快	2
17811	一念	4
95148	一急	1
26452	一惊	3
47335	一想	5
20597	一意孤行	4
33698	一愿景	1
24134	一成	4
12331	一成不变	7
16518	一战	9
68325	一截	1
29973	一户	11
69207	一户户	1
29628	一房	3
8497	一所	34
23355	一扇	7
36145	一扇门	1
10304	一手	34
65275	一手交货	2
91096	一手交钱	1
77167	一手遮天	3
72646	一扎	1
4386	一打	1
24789	一扫	3
80716	一扫而光	1
7623	一批	211
36838	一批批	1
49503	一技之长	4
3684	一把	35
5093	一把手	47
26628	一抓到底	6
83756	一抚	1
44128	一抢而光	1
63575	一报	2
54300	一担	1
20868	一拉	1
51693	一拉猪	1
76131	一拍	3
77688	一拍即合	1
3220	一拖	1
17199	一拖再拖	4
13338	一招	19
46117	一招一式	1
47142	一拥而上	2
85039	一拥而入	1
13025	一拨	2
95895	一拳	1
68868	一指	1
18694	一挡	1
33152	一挥	2
91728	一捆	1
94017	一损	1
23232	一损俱损	3
62824	一换	2
48561	一捧	1
32812	一掌	2
35826	一排	4
53709	一排排	1
79584	一探	1
16769	一控	2
84760	一推	1
54966	一推了之	1
3300	一掷千金	2
12353	一提	5
20937	一揽子	19
67725	一搏	1
20814	一摆	1
28561	一摇	1
80210	一摊	1
78902	一摞	4
22109	一摸	2
39307	一撇	1
16289	一支	41
11423	一改	12
28415	一放	5
24180	一整块	1
77909	一整天	2
14448	一整套	27
9872	一文	41
67014	一文不值	1
26625	一斑	6
54273	一斗	1
46728	一斤	2
5722	一新	19
4303	一方	65
26123	一旁	8
24867	一族	3
9504	一无所有	5
1742	一无所知	7
2597	一无所获	5
24501	一无是处	2
12385	一日	27
30067	一日之功	3
85720	一日游	1
78173	一旧	1
7636	一早	15
38381	一时一刻	2
64016	一时之间	1
27212	一时冲动	2
55550	一时半会	2
87484	一时无两	1
67762	一时期	11
10292	一时间	22
63163	一星半点	1
3575	一是	448
50624	一是央企	1
65875	一晒	1
70384	一景	3
50258	一曲	1
22548	一月	14
71065	一月份	4
37849	一有	4
88065	一望	2
82545	一望无际	1
17084	一朝	6
35820	一朝一夕	7
13317	一期	59
35343	一木	2
8625	一本	49
67977	一本万利	1
95194	一本正经	1
35564	一朱姓	1
51658	一朵	2
78637	一朵花	1
67550	一机部	1
53295	一杆	1
94277	一束	1
71347	一束花	1
2751	一条	239
59841	一条条	5
16582	一条线	4
61393	一条街	3
40684	一条龙	3
51768	一来二去	1
28497	一杯	9
74098	一松	1
81891	一板一眼	1
23138	一极	2
12388	一枚	11
68414	一果	1
12891	一枝独秀	4
3690	一枪	11
50	一架	47
62491	一查	2
38286	一查到底	7
1001	一栋	23
57533	一栋栋	2
29648	一栏	11
87985	一校	1
54441	一株	1
59746	一样样	1
70607	一核	1
2239	一根	28
22257	一案	74
2615	一桌	5
13206	一档	8
29064	一桩	6
27947	一桶	3
95908	一梭	1
18660	一棍	1
39113	一棍子打死	1
7633	一棒	3
54125	一棵	5
22895	一楼	18
8124	一概	11
96258	一概不知	1
8116	一概而论	11
13036	一模一样	2
53177	一横	2
7315	一次性	55
19804	一次次	12
63458	一次能源	2
25641	一款	43
34999	一正	3
6571	一步	336
41886	一步一个脚印	5
64348	一步之遥	2
12317	一步到位	15
26946	一步步	16
67656	一步法	1
58523	一步登天	1
82076	一歩	1
7692	一死	9
45891	一死一伤	5
1344	一段	118
1889	一段时间	140
15476	一段话	10
39242	一段距离	2
7916	一段路	4
76841	一母	1
66999	一比	2
60499	一毛	2
60524	一毛五	1
60543	一毛钱	1
81545	一毫	1
88658	一气	1
33381	一气之下	1
37942	一氧化氮	1
38015	一氧化碳	13
22497	一池	1
32519	一汽	5
58620	一汽大众	2
58618	一汽集团	1
28197	一沓	2
67343	一河	1
19860	一法	1
92560	一泡	1
11957	一波	19
30144	一波三折	5
23884	一波又起	3
67244	一波接	1
23868	一波未平	3
76981	一泻千里	1
35465	一派	11
20000	一流	34
45725	一流人才	2
49564	一流大学	4
6780	一浪高过一浪	2
85366	一浮	1
93544	一涨	1
